id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1427491780432687642,Best Deal -Boston 3BR in Prime Location,697111075,1470735965940865441,Kelz,,Dorchester,42.303930302186494,-71.06311096580139,Entire home/apt,,2,6,2025-11-29,2.09,1,274,6,STR-608001
1428162844613902409,"Cozy 1BR Suite near Hospitals, Colleges, Golf",178129735,1468722875503969693,Anthony,,Roslindale,42.27119,-71.12849,Entire home/apt,,91,0,,,2,273,0,
1428234144317832258,South End Condo with Style and Amenities,8344891,1462766088284752932,Mark,,South End,42.33627,-71.07373,Entire home/apt,,91,0,,,1,152,0,
1430015120667740940,Superb Marriott Custom House 1 BR with kitchen,14414051,1462590172193707331,Andrew,,Downtown,42.3595886085805,-71.05250768480468,Entire home/apt,,2,0,,,1,0,0,Exempt: This listing is a hotel or motel
1430427178560445405,The English House: Historic Victorian Boston Stay,430295572,1469948913753950749,Kasper Family,,Jamaica Plain,42.3173592,-71.1113598,Entire home/apt,,5,1,2025-12-27,1,1,353,1,STR-597123
1430687656831322110,"Room- Andrew S, Hospitals, Beach",518462500,1469896886494397439,Vasyl,,Dorchester,42.32556,-71.05973,Private room,,91,0,,,2,365,0,
1430866966361629198,Sleek 2BR 2BA in Fenway High end building,163848078,1463027460596198880,Adam,,Fenway,42.34819170060506,-71.10234704829712,Entire home/apt,,4,0,,,35,361,0,STR-087792
1431106772041034419,Tranquil Home with Nature Views,28834326,1465425245662912636,Genta,,West Roxbury,42.26722,-71.16649,Entire home/apt,,1,1,2025-10-19,0.43,1,257,1,STR-596368
1431213335492334611,"Tri-level, Skylighted, Faneuil Hall/Quincy Market",96961013,1467167978592417763,Ronah,,Downtown,42.36018,-71.05594,Entire home/apt,,1,18,2025-12-13,2.62,9,360,18,Exempt: This listing is a unit used for furnished institutional or business stays
1431224202832436792,Luxury Apartment Back Bay,20857768,1463140474528738801,Compass,,Back Bay,42.3459685,-71.0847361,Entire home/apt,,30,0,,,35,303,0,
1431224577519176471,Spacious Apt In Back Bay,20857768,1463140474528738801,Compass,,Back Bay,42.3459685,-71.0847361,Entire home/apt,,30,0,,,35,349,0,
1431225044591479722,Modern Apartment Back Bay,20857768,1463140474528738801,Compass,,Back Bay,42.3459685,-71.0847361,Entire home/apt,,30,0,,,35,273,0,
1431225330076153144,Luxury Apt In Heart of Back Bay,20857768,1463140474528738801,Compass,,Back Bay,42.3459685,-71.0847361,Entire home/apt,,30,0,,,35,242,0,
1431225653516475555,Luxury Apt In Heart of Back Bay,20857768,1463140474528738801,Compass,,Back Bay,42.3459685,-71.0847361,Entire home/apt,,30,0,,,35,356,0,
1431229600982285223,Open-Concept 2BR Loft in the Heart of Back Bay,89227862,1467081781703109609,Paul,,Back Bay,42.34766130262449,-71.07359291664376,Entire home/apt,,2,10,2025-12-07,1.71,10,11,10,Exempt: This listing is a unit used for furnished institutional or business stays
1431235320282177194,Garden 1BR Loft in Back Bay Near Copley,89227862,1467081781703109609,Paul,,Back Bay,42.34906240442473,-71.07172043897091,Entire home/apt,,2,5,2025-08-22,0.81,10,63,5,Exempt: This listing is a unit used for furnished institutional or business stays
1431252437695347658,Luxury 4BR | 2.5BA Back Bay Duplex,9410008,1462813405226616143,Jason,,Back Bay,42.34920745378893,-71.09054871759881,Entire home/apt,,4,5,2025-10-20,0.88,16,261,5,STR-596357
1431350972662968096,Cozy 2BR 2BA unit in downtown boston Stunning View,163848078,1463027460596198880,Adam,,Downtown,42.35044,-71.06414,Entire home/apt,,29,5,2025-09-21,1.09,35,309,5,STR-073178
1431368544119228146,Large 3.5 BR|2 BA Penthouse Duplex,9410008,1462813405226616143,Jason,,Beacon Hill,42.36032271327286,-71.07196906167422,Entire home/apt,,3,5,2025-12-08,0.91,16,259,5,STR-596359
1432099716044273392,Modern Lakeview Penthouse | 2BR 2BA,163848078,1463027460596198880,Adam,,Jamaica Plain,42.32971,-71.11263,Entire home/apt,,29,7,2025-08-26,1.05,35,309,7,STR-291438
1432617914906276302,Sunny Studio Apartment with Private Kitchenette,409684302,1469870389347785678,Justin And Mandy,,South End,42.34264,-71.07861,Entire home/apt,,1,2,2025-11-13,0.34,14,354,2,STR-457097
1432653310866009935,Fenway Park – Two BR – Walk everywhere! Location!,47584294,1465718059935171405,Jessy And Diego,,Fenway,42.3415,-71.0969,Entire home/apt,,1,38,2025-12-22,5.59,30,192,38,STR-589657
1432660883620615074,Stunning Apt with City Views,20857768,1463140474528738801,Compass,,Downtown,42.3655039,-71.0621412,Entire home/apt,,30,0,,,35,332,0,
1434198338776024326,nr Fenway Park & Downtwn 2BR w/ Outdoor Fireplace,30283594,1465445680495565156,Global Luxury Suites,,South Boston Waterfront,42.35144,-71.043151,Entire home/apt,,30,0,,,11,331,0,
1434205589350054340,Outdoor Fireplace & Harbor Views! 1BR nr Airport,30283594,1465445680495565156,Global Luxury Suites,,South Boston Waterfront,42.35144,-71.043151,Entire home/apt,,30,0,,,11,331,0,
1434669654372412159,Stunning luxury Bedroom,85941025,1467035084647136440,Jessica,,Roxbury,42.3254303,-71.068862,Shared room,,1,4,2025-10-28,1.00,2,238,4,STR-600660
1434826471614493006,Stylish 6BR Retreat near Beach 3.5mi from Downtown,698562947,1470738891470429640,Marco,,Dorchester,42.31180548918105,-71.07078347720483,Entire home/apt,,2,12,2025-11-28,1.88,1,60,12,STR-557451
1434832305310188416,"1 Bedroom, Second Floor, Newbury Street H 1",693941429,1470729337688025558,Together We Rise,,Back Bay,42.35050644813439,-71.0817356491051,Entire home/apt,,1,35,2025-12-20,5.28,5,277,35,STR-520909
1434880377779078474,"Sun-filled Unit, Elevator, Pool, Boston College",96961013,1467167978592417763,Ronah,,Brighton,42.34046,-71.1557,Entire home/apt,,5,1,2025-07-18,0.18,9,322,1,Exempt: This listing is a unit used for furnished institutional or business stays
1434881337152781656,Stylish South End Studio,409684302,1469870389347785678,Justin And Mandy,,South End,42.341253108701025,-71.07861001790172,Entire home/apt,,1,6,2025-11-14,0.98,14,353,6,STR-457097
1435073474068516944,Luxury 3BD Short Walk to Airport,421327453,1466823414357403940,Jesse,,East Boston,42.37624,-71.03514,Entire home/apt,,2,10,2025-11-23,2.40,2,344,10,STR-603552
1435078508890358968,Lux 3BD Minutes Walk to Airport,421327453,1466823414357403940,Jesse,,East Boston,42.3761378,-71.0352327,Entire home/apt,,2,4,2025-11-07,1.18,2,353,4,STR-604799
1435222753114510479,NEW! LUX 3BR w/ 400 Mbps Wifi | ROKU TV & Games!,578741487,1470581791435581826,Michael,,Roxbury,42.328329610921344,-71.09122521381198,Entire home/apt,,1,36,2025-11-28,5.24,12,334,36,STR-592104
1435774527121956842,3BR | 3.5BA Single Family | Workspace | Playroom,25797445,1465350490841819200,Bennett,,South Boston,42.33396279999999,-71.03944299999999,Entire home/apt,,2,3,2025-08-07,0.57,1,13,3,STR-597515
1435978958008578610,NomadiQ Walk to Airport / 5 min drive to Downtown,699041704,1470739825185749122,NomadiQ,,East Boston,42.37632275450519,-71.03096816288726,Entire home/apt,,1,53,2025-12-08,7.91,4,329,53,STR-546284
1436290389573710301,Near Harvard Business 1-4,15154687,1462593006369650043,Taskin,,Allston,42.36136,-71.13079,Private room,,1,38,2025-11-26,6.06,19,271,38,STR-544976
1437079335042286417,One-bedroom apartment in Boston's central Back Bay,22541573,1463182329140437053,Furnished Quarters,,Fenway,42.34498794768727,-71.08758718471219,Entire home/apt,,32,0,,,54,309,0,
1437094411449057729,One-bedroom apartment in Boston's central Back Bay,22541573,1463182329140437053,Furnished Quarters,,Fenway,42.34429,-71.08678,Entire home/apt,,32,0,,,54,339,0,
1437233804488677104,2BR Lower Garden-Level Apt 20min (Downtown Boston),470187953,1470120432212697492,Pamela,,Dorchester,42.30206,-71.08429,Entire home/apt,,1,33,2025-12-07,4.90,3,336,33,STR-491593
1437707957071908386,5-story Luxury Boston Brownstone,480310,1462512091358983932,Michael,,Roxbury,42.3283,-71.09362,Entire home/apt,,2,27,2025-12-21,4.29,1,300,27,STR-597747
1437767705126254186,"(T8) Budget Friendly, Prime Location, South End!",371640674,1469752814550739834,Together We Rise,,South End,42.3416617,-71.07641439999999,Entire home/apt,,1,16,2025-12-14,2.46,18,248,16,str-561975
1437903076549317009,Simple Room (A) in Blue House Next to Wood Island,90558392,1462849183039666290,Lía,,East Boston,42.38122,-71.02335,Private room,,1,12,2025-11-22,2.71,3,63,12,STR-597405
1438417548692401463,Perfectly located Back Bay studio,25904385,1465352069831963911,Jacki,,Back Bay,42.34567047506077,-71.07976198095092,Entire home/apt,,28,1,2025-10-20,0.43,1,177,1,STR-597751
1438833755625102818,Lovely drive to Fenway Park | nr Downtown,30283594,1465445680495565156,Global Luxury Suites,,South Boston Waterfront,42.35144,-71.043151,Entire home/apt,,30,0,,,11,331,0,
1439327316183508166,Back Bay Studio and Private Patio,693817137,1470728992129206298,Foster'S Homes,,Back Bay,42.3507,-71.08883,Entire home/apt,,1,26,2025-12-07,4.91,6,233,26,STR-604732
1439369159567368388,Room 2 - two queen beds,329370033,1469631510135861529,Evon,,Mattapan,42.27975813889074,-71.09634596880976,Private room,,3,0,,,5,330,0,STR-445570
1439441147547498575,Modern 3Bd hidden gem + parking,64304878,1466793859345833954,Troy,,Roslindale,42.27145,-71.1282,Entire home/apt,,2,4,2025-10-09,1.08,1,335,4,STR-588315
1439541536498747526,Simple Room (C) near Wood Island,90558392,1462849183039666290,Lía,,East Boston,42.38046,-71.02124,Private room,,1,20,2025-11-20,4.03,3,86,20,STR-597405
1439543090422173822,Simple Room B 3 min to Wood Island MBTA stop,90558392,1462849183039666290,Lía,,East Boston,42.38159,-71.02163,Private room,,1,4,2025-10-25,0.79,3,86,4,STR-597405
1439950737462089453,Great Value Studio in South End!,409684302,1469870389347785678,Justin And Mandy,,South End,42.34252603581394,-71.08077596745684,Entire home/apt,,1,0,,,14,357,0,STR-457097
1440125124822411925,Room 1 King Bed,329370033,1469631510135861529,Evon,,Mattapan,42.28084243852164,-71.09602011674984,Private room,,3,0,,,5,330,0,STR-445570
1440135327437250033,Room 3 Queen bed,329370033,1469631510135861529,Evon,,Mattapan,42.28078475749195,-71.09469371938248,Private room,,3,0,,,5,330,0,STR-445570
1440153513591203101,Room 4 - Queen bed,329370033,1469631510135861529,Evon,,Mattapan,42.280860381364676,-71.09611863910148,Private room,,3,0,,,5,330,0,STR-445570
1440340437745911593,Cozy Studio in Faneuil Hall/Quincy Market,250399091,1469327367939017586,Nina,,Downtown,42.36151,-71.05558,Entire home/apt,,2,6,2025-12-14,1.03,13,363,6,Exempt: This listing is a unit used for furnished institutional or business stays
1440342848555861205,Elegant 2BR 0.09mi Faneuil Hall/Quincy Market,250399091,1469327367939017586,Nina,,Downtown,42.36026,-71.05565,Entire home/apt,,2,11,2025-12-08,2.14,13,355,11,Exempt: This listing is a unit used for furnished institutional or business stays
1440348220992439046,"Renovated, 2BR, 2BA in Boston",250399091,1469327367939017586,Nina,,Roxbury,42.33654,-71.08373,Entire home/apt,,1,1,2025-08-10,0.21,13,119,1,Exempt: This listing is a unit used for furnished institutional or business stays
1440349534016968965,Chic South End 2BR | Near NEU & Transit,250399091,1469327367939017586,Nina,,Roxbury,42.33718,-71.08353,Entire home/apt,,2,11,2025-11-29,1.94,13,320,11,Exempt: This listing is a unit used for furnished institutional or business stays
1440350790448277021,"Modern 2-bed, 2-bath, 4 min walk to Northeastern",250399091,1469327367939017586,Nina,,Roxbury,42.33595,-71.08482,Entire home/apt,,28,0,,,13,275,0,Exempt: This listing is a unit used for furnished institutional or business stays
1440351512020482642,"New Construction, near NEU/BMC, Elevator, 2B, 2BA",250399091,1469327367939017586,Nina,,Roxbury,42.33761,-71.0855,Entire home/apt,,2,5,2025-10-17,0.86,13,177,5,Exempt: This listing is a unit used for furnished institutional or business stays
1440804415467027007,NomadiQ boutique stay,699041704,1470739825185749122,NomadiQ,,East Boston,42.37503,-71.03252,Entire home/apt,,1,45,2025-12-12,6.78,4,336,45,STR-546064
1442936143734248350,"Expansive Back Bay Two-Level Loft, 2B/2B",250399091,1469327367939017586,Nina,,Back Bay,42.34984,-71.07199,Entire home/apt,,2,4,2025-09-02,0.69,13,52,4,Exempt: This listing is a unit used for furnished institutional or business stays
1442940477243281647,"Sunny 2BR w/ Office, Near Copley & Shopping",250399091,1469327367939017586,Nina,,Back Bay,42.34770826531738,-71.07366856664893,Entire home/apt,,2,7,2025-11-30,1.16,13,110,7,Exempt: This listing is a unit used for furnished institutional or business stays
1442983943246340720,Stunning Jr 1BR Retreat | Steps to Harvard,311463944,1469583494030749109,Tatenda With Hyatus,,Allston,42.36459,-71.12227,Entire home/apt,,1,18,2025-12-22,3.00,2,269,18,Exempt: This listing is a unit used for furnished institutional or business stays
1445146141923468353,A tree house like room in Jamaica Plain,5480536,1462681825418013105,Allison,,Jamaica Plain,42.32075395767271,-71.11019449528467,Private room,,1,27,2025-12-21,4.74,2,337,27,STR-598354
1445867715555794708,Stylish Boston Getaway Near Arboretum & T Station!,181205324,1468748872261488350,Plushy,,Roslindale,42.28529,-71.11973,Entire home/apt,,2,12,2025-11-30,2.17,1,285,12,STR-593018
1447418648814552213,Cloud 9 Lounge | Aviation-Themed Designer Flat,702332627,1462862815447765054,Natasha,,East Boston,42.38036,-71.03436,Private room,,29,1,2025-08-09,0.21,1,208,1,STR-595296
1447748778294451835,90/3-4BR Dorchester |Festive Family Home Near Park,132235026,1468322757400195635,Jenny,,Dorchester,42.2951846,-71.0530428,Entire home/apt,,1,21,2025-11-09,3.62,4,330,21,STR-888151
1447858265182792971,"Expansive Back Bay 2-Level Loft, Sleeps 6, 2B/2B",250399091,1469327367939017586,Nina,,Back Bay,42.34809597068834,-71.07389976287094,Entire home/apt,,2,12,2025-11-02,2.08,13,12,12,Exempt: This listing is a unit used for furnished institutional or business stays
1447872841098086781,Luxury 2BR North End Retreat,20857768,1463140474528738801,Compass,,North End,42.3634415,-71.0551778,Entire home/apt,,10,0,,,35,363,0,STR-612356
1447873185024884170,Chic North End Escape Near Waterfront,20857768,1463140474528738801,Compass,,North End,42.3634415,-71.0551778,Entire home/apt,,30,0,,,35,363,0,
1448020068720436658,Award-winning hotel in one of Boston’s best ‘hoods,702491717,1470746498058353562,Staypineapple A Delightful Hot,,South End,42.34692,-71.07065,Private room,,1,32,2025-10-25,0.43,2,99,3,Exempt: This listing is a hotel or motel
1448020069042823191,Steps from Back Bay & Boston’s historic sights,702491717,1470746498058353562,Staypineapple A Delightful Hot,,South End,42.34692,-71.07065,Private room,,1,37,2025-12-07,8.41,2,99,37,Exempt: This listing is a hotel or motel
1448128090902328737,Tea Party Suite,89227862,1467081781703109609,Paul,,Back Bay,42.34927,-71.07366,Entire home/apt,,1,2,2025-09-18,0.56,10,6,2,Exempt: This listing is a unit used for furnished institutional or business stays
1448156468196166607,"Stylish 3BR, 2BA, Sleeps 6, Heart of Back Bay",250399091,1469327367939017586,Nina,,Back Bay,42.349108427960296,-71.07182007570822,Entire home/apt,,2,10,2025-11-16,1.75,13,118,10,Exempt: This listing is a unit used for furnished institutional or business stays
1448284833135459430,Spacious 3Bd Ideal For Families or Professionals,393011854,1463597805852413707,Keisha,,Roxbury,42.322221,-71.08184,Entire home/apt,,2,5,2025-11-02,1.67,2,236,5,Exempt: This listing is a unit used for furnished institutional or business stays
1450228205793718101,Great room with a private bath,131222424,1468313821823781567,Raymond,,Brighton,42.34633,-71.1449,Private room,,91,0,,,2,365,0,
1450891839313669848,Bright 1st-Fl 2BR Near Hospitals,166030216,1462595389135635541,Christian,,Mission Hill,42.3316,-71.11115,Entire home/apt,,3,10,2025-12-12,2.42,1,351,10,STR-599216
1451451655045291532,4 Mi to Fenway Park: Pet-Friendly Dorchester Apt!,122377513,1468126526837796926,Evolve,,Dorchester,42.29785,-71.07148,Entire home/apt,,2,12,2025-12-01,2.12,4,280,12,STR-595832
1452380814092470490,Charming bedroom near beach,26898626,1462639070005423991,Arkay,,South Boston,42.32888,-71.05729,Private room,,92,0,,,1,365,0,
1452404752971505929,Charlestown Gem | Central & Historic Walkable Stay,7694569,1462738795168679559,Raquelle,,Charlestown,42.3773,-71.05951,Entire home/apt,,3,7,2025-12-15,1.60,1,339,7,STR-599498
1452816096632780426,Stylish New City Townhouse,72954680,1466900181304606514,Vanessa,,Mattapan,42.27164685167786,-71.07604932664603,Entire home/apt,,3,8,2025-11-29,1.73,2,349,8,STR-600777
1453148984686571977,"Central, Stylish Home in Quiet Boston Neighborhood",650027755,1470635650930817607,Ethan,,Dorchester,42.30726,-71.06078,Entire home/apt,,2,14,2025-12-09,2.98,1,360,14,STR-582938
1453753740860360444,Spacious Home with Decks & View,92025425,1467111509530928588,Rohn,,East Boston,42.39014,-71.00436,Entire home/apt,,1,0,,,2,117,0,STR-479029
1454432054303847179,Suite - Jamaica Plain / Woodbourne,25108179,1462521630116987053,Jay,,Jamaica Plain,42.28994,-71.11263,Entire home/apt,,1,12,2025-11-12,2.88,1,246,12,STR-577804
1454653252853852906,"(476-6) 2Beds, Cozy Home, Prime Location!",693941429,1470512703190615862,Together We Rise,,South End,42.34323,-71.07752,Entire home/apt,,2,20,2025-11-06,3.43,5,219,20,STR-599349
1454727944883149788,"(476-7) Best Location, 2 Beds, W/D, Front Facing!",693941429,1470512703190615862,Together We Rise,,South End,42.34383,-71.07886,Entire home/apt,,1,18,2025-12-06,3.51,5,237,18,STR-599392
1456161915343235524,Highland Park fun home,704775460,1470750516002708205,Ponce,,Roxbury,42.32121,-71.09197,Entire home/apt,,1,9,2025-11-16,1.76,1,89,9,STR-588939
1457333268686600599,Bright & Spacious Boston Home | near T,276892829,1468117954483514942,Heirloom,,Dorchester,42.32046,-71.05602,Entire home/apt,,2,17,2025-12-25,3.07,1,319,17,STR-597082
1457644028866234680,Boston Charm 3. Private Room Near Downtow,33765183,1465493639449268319,Anh,,Dorchester,42.302177,-71.0624284,Private room,,1,9,2025-11-25,3.25,6,169,9,STR-556094
1457954750675479622,At Boston Chinatown + River View. Bar. Gym,413242892,1469882468811484772,Hotel In Boston,,Downtown,42.34961,-71.06439,Private room,,1,87,2025-12-21,15.44,2,350,87,Exempt: This listing is a hotel or motel
1457957448346812611,Close to Fenway Park | Gym. Bar. River View.,413242892,1469882468811484772,Hotel In Boston,,Downtown,42.34974,-71.0643,Private room,,1,33,2025-12-22,5.82,2,349,33,Exempt: This listing is a hotel or motel
