id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51284572,Downtown Boston Studio | Keyless Entry | Fast Wifi,382451810,1469783251184910688,Healing Homes,,Downtown,42.35395,-71.05996,Entire home/apt,,1,189,2025-11-21,3.53,43,212,22,STR-466814
51320323,Super location! 1st Floor! Walk everywhere!,47584294,1465718059935171405,Jessy And Diego,,South End,42.34265,-71.08161,Entire home/apt,,1,267,2025-12-14,5.09,30,239,49,STR-454274
51324293,Super location! One free parking spot! Walk Walk!,47584294,1465718059935171405,Jessy And Diego,,South End,42.34284,-71.08127,Entire home/apt,,1,226,2025-12-06,4.31,30,162,41,STR-454275
51324936,1 Free parking spot - Large studio - First floor,47584294,1465718059935171405,Jessy And Diego,,Allston,42.35305,-71.13796,Entire home/apt,,1,220,2025-12-05,4.20,30,239,42,STR-454273
51329008,1 Free parking spot - Harvard School of Business,47584294,1465718059935171405,Jessy And Diego,,Allston,42.35493,-71.13795,Entire home/apt,,1,198,2025-11-23,3.79,30,185,39,STR-454271
51329497,1 Free parking spot - 1BR/1Bath - Location - Walk!,47584294,1465718059935171405,Jessy And Diego,,Allston,42.35297,-71.13949,Entire home/apt,,1,200,2025-12-02,3.84,30,196,51,STR-454270
51402086,Peaceful Spacious Private Room in Allston,131288031,1468314401735640488,Arash,,Brighton,42.35929,-71.14198,Private room,,91,6,2025-04-27,0.12,2,229,1,
51417227,1 Free parking spot - Large bed/1 bath - Location,47584294,1465718059935171405,Jessy And Diego,,Allston,42.35281,-71.13735,Entire home/apt,,1,232,2025-12-08,4.45,30,206,54,STR-454272
51427362,Hip and Chic Studio Awaits Your Stay!,285344759,1469492597719438987,Bv,,South End,42.3473,-71.06916,Entire home/apt,,1,81,2025-12-10,1.55,17,293,16,STR-415226
51536008,A  French Room in Boston,29218948,1462647374090005482,Aaron,,Dorchester,42.31609,-71.06669,Private room,,1,194,2025-11-03,3.64,3,167,46,STR-445535
51555199,(T3) Fresh & Fun Studio in Heart of South End,371640674,1470512703190615862,Together We Rise,,South End,42.34268,-71.07616,Entire home/apt,,1,260,2025-12-16,4.93,18,207,68,str-561975
51562101,Serene Private Room for Extended Stay in Allston,131288031,1468314401735640488,Arash,,Brighton,42.36095,-71.1414,Private room,,91,10,2025-07-01,0.21,2,218,2,
51572775,"Blueground | S. End, nr t, shops & dining",107434423,1462889176402806013,Blueground,,Roxbury,42.33999439999999,-71.0814304,Entire home/apt,,30,0,,,287,244,0,
51573185,"Blueground | S. End, nr t, shops & dining",107434423,1462889176402806013,Blueground,,Roxbury,42.33999,-71.08143,Entire home/apt,,30,0,,,287,212,0,
51595864,Best Location Studio In Downtown Boston,205269848,1463151654282309832,Temple Place,,Downtown,42.355056736770834,-71.06221200170934,Entire home/apt,,1,123,2025-11-09,2.51,7,270,27,STR-605736
51626666,"Sun-filled Unit, Elevator, Pool, Boston College",31340713,1465460976217419594,Kama,,Brighton,42.33963,-71.15732,Entire home/apt,,29,5,2025-10-31,0.10,30,306,1,Exempt: This listing is a unit used for furnished institutional or business stays
51644354,"(E) Cozy bedroom near Harvard, MIT and BU",37035419,1462673914681141593,Wendy,,Allston,42.35887,-71.12972,Private room,,91,3,2023-07-05,0.07,9,271,0,
51709928,Private Room in Vibrant Roxbury Co-Living APT,2356643,1462523722549277069,StayNue,,Roxbury,42.3284,-71.08941,Private room,,30,27,2025-10-06,0.54,15,338,2,STR-460218
51711675,"(412)Monthly Studio, Private Patio/ Beacon Hill",351555234,1470512703190615862,Together We Rise,,Beacon Hill,42.35871,-71.06831,Entire home/apt,,2,78,2025-12-14,1.55,12,63,25,STR-543851
51731513,G_Sunny room easy commute to Boston Downtown.,89328922,1462846423058861810,Ehab,,Dorchester,42.32251,-71.05736,Private room,,29,148,2025-12-10,2.82,15,365,1,STR-455882
51747209,Modern 1BR Downtown Boston-Milk301,275849638,1469454850382219508,Healing Homes,,Downtown,42.35827,-71.05517,Entire home/apt,,1,247,2025-11-26,4.75,49,56,40,STR-424128
51804426,E_Cozy room easy commute to Boston Downtown.,89328922,1462846423058861810,Ehab,,Dorchester,42.32272,-71.0554,Private room,,29,126,2025-08-02,2.41,15,365,1,STR-455882
51812329,"Blueground | Back Bay, gym, nr newbury st",107434423,1462889176402806013,Blueground,,Back Bay,42.348633,-71.074088,Entire home/apt,,30,0,,,287,0,0,
51824163,Lovely beacon hill 2 bed 2 bath apt in boston,373675137,1463554206153655871,Lilith,,Beacon Hill,42.36033,-71.06717,Entire home/apt,,29,4,2025-11-03,0.14,104,149,3,
51872976,"Blueground | Back Bay, gym, nr newbury st",107434423,1462889176402806013,Blueground,,Back Bay,42.348633,-71.074088,Entire home/apt,,30,1,2024-06-17,0.05,287,361,0,
51944717,Entire 4-bedroom apartment in the heart of Boston,420731690,1469910205203653990,Thuyvan,,Dorchester,42.29832,-71.06427,Entire home/apt,,1,109,2025-10-27,2.11,1,90,17,STR-489736
52046024,"Blueground | South End, nr union park",107434423,1462889176402806013,Blueground,,South End,42.3418091,-71.07001559999999,Entire home/apt,,30,0,,,287,224,0,
52060181,"Harvard Campus, Smith Park, Convenient Location",8441226,1462767888454586850,Justin,,Allston,42.36355,-71.13151,Entire home/apt,,29,112,2024-07-13,2.15,1,78,0,STR-418699
52065756,Right Near Convention Center and Train Station,421556719,1469913365092323499,Hawraa,,South Boston,42.34057,-71.05512,Entire home/apt,,2,147,2025-11-02,2.81,2,209,15,STR-588927
52085163,"Stay Tonight & Enjoy Boston, Simple Studio 401",331132678,1469637039536524107,Premier Suites,,Downtown,42.3553,-71.06309,Entire home/apt,,1,137,2025-12-08,2.62,3,230,11,STR-605717
52093011,Urban Guest Suite,101348644,1467215967151629610,Emily,,Jamaica Plain,42.31966,-71.10592,Entire home/apt,,2,139,2025-12-14,3.32,1,218,46,STR-458400
52113003,King Bed Loft in the Heart of Downtown Boston,20828559,1463139729719365769,Lu,,Downtown,42.35437,-71.06206,Entire home/apt,,1,265,2025-12-07,5.08,1,221,74,STR-516048
52124041,"Blueground | Dorchester/Milton, nr t stop",107434423,1462889176402806013,Blueground,,Dorchester,42.2719604,-71.0677086,Entire home/apt,,30,1,2024-07-24,0.06,287,365,0,
52161120,Centrally  located in the heart of Boston near T,414161036,1469885548639057958,Melinda,,Dorchester,42.31452,-71.05971,Entire home/apt,,1,176,2025-11-02,3.85,1,236,34,STR-549294
52181213,Spacious & Pet-Friendly Modern Home in Charlestown,363098141,1469729401920814876,Johnny,,Charlestown,42.37761,-71.06649,Entire home/apt,,2,78,2025-12-19,3.65,1,163,44,STR-460031
52234647,(P-102) Bright 1-Bedroom Apartment in Fenway,233908696,1463245100596399025,Together We,,Fenway,42.34689,-71.1033,Entire home/apt,,1,187,2025-12-13,3.61,8,220,41,str-543851
52253773,Boston Beacon Hill Charming 4 bed room apt close T,373675137,1463554206153655871,Lilith,,Beacon Hill,42.359,-71.06649,Entire home/apt,,29,9,2025-08-17,0.18,104,120,1,
52285741,Newly renovated 3 bedroom 10 mins from downtown,61191055,1466753276074529430,Jonathan,,Roxbury,42.3226,-71.09566,Entire home/apt,,2,188,2025-12-14,3.75,1,304,50,STR-491852
52312207,"Blueground | S. End, nr t, shops & dining",107434423,1462889176402806013,Blueground,,Roxbury,42.33999439999999,-71.0814304,Entire home/apt,,30,0,,,287,305,0,
52367950,Copley Queen - Copley Sq. Hotel,423875908,1469922849044617913,Copley Square Hotel,,Back Bay,42.34804,-71.07758,Private room,,1,52,2025-11-25,1.21,5,309,12,Exempt: This listing is a hotel or motel
52376819,"Blueground | S. Boston, e broadway",107434423,1462889176402806013,Blueground,,South Boston,42.3356856,-71.0428472,Entire home/apt,,30,1,2023-01-29,0.03,287,107,0,
52384026,ADA Copley Queen - Copley Square Hotel,423875908,1469922849044617913,Copley Square Hotel,,Back Bay,42.34782,-71.07748,Private room,,1,0,,,5,305,0,Exempt: This listing is a hotel or motel
52389631,"1 bed, 2 rooms, 4 guests Cute&new. Free parking",92721057,1467120504791990091,Ewa,,Dorchester,42.31432104753411,-71.0591618919991,Entire home/apt,,1,156,2025-12-14,4.67,2,246,58,STR-520772
52421831,New renovated lovely Boston apartment for rent,424307279,1469924457573019969,⁨Curtis A.⁩,,Dorchester,42.28766,-71.08116,Entire home/apt,,2,81,2025-10-19,1.57,2,348,9,STR-590716
52422200,Copley Double Double - Copley Square Hotel,423875908,1469922849044617913,Copley Square Hotel,,Back Bay,42.34951,-71.07754,Private room,,1,28,2025-12-09,0.62,5,298,8,Exempt: This listing is a hotel or motel
52422480,Copley King - Copley Square Hotel,423875908,1469922849044617913,Copley Square Hotel,,Back Bay,42.34748,-71.07794,Private room,,1,1,2023-01-22,0.03,5,309,0,Exempt: This listing is a hotel or motel
52422690,Studio King - Copley Square Hotel,423875908,1469922849044617913,Copley Square Hotel,,Back Bay,42.34724,-71.07954,Private room,,1,3,2024-02-03,0.09,5,309,0,Exempt: This listing is a hotel or motel
52468803,1 Bedroom Apartment in Boston/South End,424705245,1469926200509950610,Tim,,South End,42.34417,-71.07051,Entire home/apt,,2,107,2025-11-16,2.20,1,34,21,STR-460809
52516299,F_Spacious room easy commute to Boston Downtown.,89328922,1462846423058861810,Ehab,,Dorchester,42.32244,-71.05711,Private room,,29,146,2025-06-14,2.83,15,365,1,STR-455882
52605162,Spacious Private Room in Central Roxbury,2356643,1462523722549277069,StayNue,,Roxbury,42.32781,-71.08983,Private room,,30,32,2025-11-15,0.62,15,338,6,STR-460218
52615785,Downtown Xing | Lots of Light | Monthly Discounts,275849638,1469454850382219508,Healing Homes,,Downtown,42.35567,-71.06129,Entire home/apt,,1,212,2025-12-04,4.15,49,84,38,STR-460530
52615817,Large Ceilings | Centrally Located 4bed 2bath,275849638,1469454850382219508,Healing Homes,,Downtown,42.35395,-71.06111,Entire home/apt,,1,261,2025-12-01,5.08,49,68,63,STR-460529
52630071,"Blueground | Dorchester/Milton, nr t stop",107434423,1462889176402806013,Blueground,,Dorchester,42.2719604,-71.0677086,Entire home/apt,,30,0,,,287,365,0,
52635273,Serene Suite near Logan Intl/MBTA Airport station,14043189,1462929194494456232,Cynthia,,East Boston,42.37737274169922,-71.03465270996094,Entire home/apt,,1,143,2025-12-11,5.20,2,195,73,STR-526923
52637370,Amazing Location in Little Italy with Roof Deck,46563300,1465697401187455061,Chris,,North End,42.36841,-71.05425,Entire home/apt,,2,64,2025-12-22,1.37,1,279,30,STR-460608
52672205,Modern apartment in the city,426371846,1463672365649808219,Janet,,Dorchester,42.313129823797276,-71.06575318370699,Entire home/apt,,2,193,2025-11-29,3.83,1,342,26,STR-545001
52680602,"Blueground | Brighton, gym, nr t, shops & food",107434423,1462889176402806013,Blueground,,Brighton,42.34777380000001,-71.1460998,Entire home/apt,,30,1,2023-09-16,0.04,287,142,0,
52680751,"Blueground | N. End, nr dining, on salem st",107434423,1462889176402806013,Blueground,,North End,42.3646556,-71.0553714,Entire home/apt,,30,1,2024-09-02,0.06,287,231,0,
52681618,"Blueground | N. End, nr dining, on salem st",107434423,1462889176402806013,Blueground,,North End,42.36466,-71.05537,Entire home/apt,,30,0,,,287,213,0,
52740721,Stunning Nubian Sq Victorian | Mins to Downtown,7362903,1462729995248596690,Karim,,Roxbury,42.32613,-71.0868,Entire home/apt,,2,26,2024-05-14,0.51,2,10,0,STR-547613
52747167,"Blueground | S. Boston, e broadway",107434423,1462889176402806013,Blueground,,South Boston,42.33569,-71.04285,Entire home/apt,,30,0,,,287,121,0,
52813403,Charming 1 BR apartment in Historic Bay Village,8548866,1462770153709461469,Loic,,Bay Village,42.34813,-71.06964,Entire home/apt,,1,255,2025-12-07,5.01,2,113,68,STR-459387
52835378,Longwood/Fenway Cozy Studio,406353986,1469858479969261658,Cassandra And Mike,,Mission Hill,42.33252,-71.10491,Entire home/apt,,1,134,2025-12-02,2.83,19,114,23,Exempt: This listing is a hotel or motel
52835695,Sunny Fenway/Longwood Studio,406353986,1469858479969261658,Cassandra And Mike,,Mission Hill,42.33405,-71.10546,Entire home/apt,,2,138,2025-12-06,2.91,19,109,35,Exempt: This listing is a hotel or motel
52835965,Efficiency Apartment - Longwood/Fenway,406353986,1469858479969261658,Cassandra And Mike,,Mission Hill,42.3338,-71.10709,Entire home/apt,,2,132,2025-11-23,2.70,19,90,21,STR-545178
52845327,"Bright Spacious 3Br, Mins To Downtown, Parking",21126247,1463147251802229282,Elena,,Dorchester,42.318562815458954,-71.05874533662467,Entire home/apt,,3,32,2025-08-08,0.94,1,95,5,STR-518432
52891675,"Blueground | Fort Point, laundry & gym",107434423,1462889176402806013,Blueground,,South Boston Waterfront,42.348761,-71.048577,Entire home/apt,,30,1,2024-09-07,0.06,287,276,0,
52895996,Great Location | 4bed Loft | Parking Optional,365116307,1469734785463392741,Healing Homes,,Downtown,42.35530607874658,-71.06086875999847,Entire home/apt,,1,139,2025-12-07,4.22,27,46,46,STR-466835
52904633,Bright & Spacious Private Room w/ Shared BTH,2356643,1462523722549277069,StayNue,,Brighton,42.36109,-71.14516,Private room,,29,39,2024-11-06,0.80,15,299,0,STR-461419
52928607,"Blueground | South End, laundry & gym",107434423,1462889176402806013,Blueground,,South End,42.33856,-71.06907,Entire home/apt,,30,0,,,287,312,0,
53010917,Private bedroom located in family-owned apartment,52562048,1465850988663254134,Zipporah,,Dorchester,42.31656,-71.05445,Private room,,2,81,2025-11-23,1.76,1,354,14,STR-553034
53056956,"Blueground | S. End, gym, nr dining & bumc",107434423,1462889176402806013,Blueground,,South End,42.33764,-71.07248,Entire home/apt,,30,0,,,287,305,0,
53090937,2BR Spacious Yacht - Toasty Heat- On Freedom Trail,19533296,1462609790552748443,Chad,,Charlestown,42.375179,-71.048897,Entire home/apt,,1,142,2025-11-29,2.82,1,193,20,STR-461756
53102896,"Blueground | Beacon Hill, great views & gym",107434423,1462889176402806013,Blueground,,West End,42.36497,-71.06887,Entire home/apt,,30,1,2025-05-28,0.14,287,335,1,
53115783,Brand New 2 BR | 1 BA in So. BOS #1,9410008,1462813405226616143,Jason,,South Boston,42.33488,-71.04432,Entire home/apt,,29,38,2025-09-02,0.76,16,125,1,Exempt: This listing is a unit that has contracts with hospitals
53115918,"Adorable private suite with a private entrance and bathroom close to Downtown, Seaport District and The BCEC",237078658,1463253579348930151,Lindsay,,South Boston,42.3381,-71.04014,Entire home/apt,,29,233,2023-12-10,4.66,3,360,0,STR-399339
53123543,"(N2F) Bay Windows, Newbury, Prime Location!",331225367,1470512703190615862,Foster Love,,Back Bay,42.34974,-71.08624,Entire home/apt,,1,253,2025-12-14,5.11,5,335,42,STR-571648
53124097,"(N2R) Private Deck, Styled Studio, Prime Location!",331225367,1469637405363276106,Foster Love,,Back Bay,42.34958,-71.08509,Entire home/apt,,1,238,2025-12-22,4.76,5,314,49,Exempt: This listing is a hotel or motel
53124490,"(N3R) Clean and Comfortable Studio, Top Location!",331225367,1470512703190615862,Foster Love,,Back Bay,42.34896,-71.08641,Entire home/apt,,1,244,2025-12-14,4.90,5,308,48,STR-543851
53125115,"(N3F) Beautiful View, Back Bay, Brownstone Newbury",331225367,1470512703190615862,Foster Love,,Back Bay,42.34754,-71.08574,Entire home/apt,,1,224,2025-12-11,4.59,5,332,51,STR-571657
53146859,Newly Designed Loft - Fast Wifi - Pet Friendly,382451810,1469783251184910688,Healing Homes,,Downtown,42.35575,-71.05828,Entire home/apt,,1,144,2025-11-05,2.90,43,84,21,STR-466813
53148483,Beautiful 4br 2br | Downtown Xing | High Ceilings,275849638,1469454850382219508,Healing Homes,,Downtown,42.35532045908428,-71.06090927153579,Entire home/apt,,1,230,2025-12-06,4.63,49,95,46,STR-461814
53174170,Relaxing Chill Spot with parking on premises.,430457779,1469949581895876726,Rebecca,,Dorchester,42.31283,-71.07694,Entire home/apt,,3,117,2025-11-23,2.42,1,344,30,STR-545041
53179806,"Blueground | Beacon Hill, great views & gym",107434423,1462889176402806013,Blueground,,West End,42.36455,-71.0687657,Entire home/apt,,30,1,2023-08-05,0.03,287,271,0,
53185790,Luxury 4 bed Boston home near beach w/roof deck,49996671,1462714878195811219,Eelam,,South Boston,42.33483,-71.02683,Entire home/apt,,2,81,2025-11-29,1.78,1,207,24,STR-418682
53195225,Sunny room with Free parking,108560094,1467315211306893978,Lixia,,Brighton,42.356388,-71.159355,Private room,,1,158,2025-11-15,3.18,2,113,41,STR-530798
53195495,Clean room with Free parking,88938229,1467078875723905280,Justin,,Brighton,42.3478,-71.15407,Private room,,1,285,2025-12-24,5.69,1,194,66,STR-530798
53233645,The 1863 House Bed and Breakfast Room 3,32532791,1465477386459707846,Marie,,South End,42.34173,-71.07639,Private room,,3,1,2022-05-25,0.02,6,41,0,STR-447997
53260512,Room walking to Airport & Subway & Stores,1407005,1462544953572894646,Izzy,,East Boston,42.3777,-71.0358,Private room,,1,260,2025-11-24,5.33,3,15,55,STR-445805
53262928,Amazing spacious city view 2bed 2 bath unit fenway,163848078,1463027460596198880,Adam,,Fenway,42.34794,-71.10164,Entire home/apt,,1,30,2025-11-29,1.03,35,62,23,Exempt: This listing is a unit used for furnished institutional or business stays
53307896,"Blueground | Downtown, amenities & rooftop views",107434423,1462889176402806013,Blueground,,Downtown,42.35119,-71.06402,Entire home/apt,,30,0,,,287,285,0,
53307955,"Blueground | Downtown, amenities & rooftop views",107434423,1462889176402806013,Blueground,,Downtown,42.3511858,-71.06401699999999,Entire home/apt,,30,0,,,287,174,0,
53321922,“Arboretum Retreat” city of Boston,428724673,1469942637016703256,Priyanka,,Roslindale,42.2904167175293,-71.136474609375,Entire home/apt,,3,79,2025-11-07,1.60,3,220,19,STR-461034
53358922,Small Cozy Room walk to Subway Airport,1407005,1462544953572894646,Izzy,,East Boston,42.3764,-71.03553,Private room,,,252,2025-12-12,5.12,3,0,72,STR-445805
53394270,"Beacon Hill townhouse, 4 bedroom gem",45651169,1465679813618080211,Kathie,,Beacon Hill,42.359943,-71.063461,Entire home/apt,,1,66,2025-10-21,1.45,1,274,16,STR-460986
53428804,"Blueground | Downtown, amenities & rooftop views",107434423,1462889176402806013,Blueground,,Downtown,42.35119,-71.06402,Entire home/apt,,30,1,2023-03-13,0.03,287,184,0,
53463603,Cozy Private 1BR/1BA in Modern Home Near Airport,188309953,1463092693549093834,Philip,,East Boston,42.37798,-71.03817,Entire home/apt,,2,129,2025-10-27,3.04,2,62,13,STR-434812
53471426,"Blueground | Downtown, amenities & rooftop views",107434423,1462889176402806013,Blueground,,Downtown,42.3511858,-71.06401699999999,Entire home/apt,,30,1,2022-08-27,0.02,287,226,0,
53482062,Sweetest 2 bed home downtown Boston Beacon Hill,373675137,1463554206153655871,Lilith,,Beacon Hill,42.358512907173306,-71.06755094917337,Entire home/apt,,29,12,2025-10-06,0.27,104,187,4,
53508014,Stylish Spacious Guests House,137810727,1462957088543770497,Lisa,,Roxbury,42.31848,-71.0729,Entire home/apt,,1,197,2025-12-01,3.98,1,305,41,STR-460774
53511250,"Close to Downtown, pets friendly, Free Parking!",433310778,1469961412145410195,David,,Dorchester,42.280727,-71.074799,Entire home/apt,,29,7,2022-07-17,0.14,1,347,0,STR-520523
53512907,"(T9) A+ Location, Walkable to All, Budget Friendly",371640674,1469752814550739834,Together We Rise,,South End,42.3405,-71.07588,Entire home/apt,,1,155,2025-12-06,3.15,18,241,33,str-561975
53541620,"Blueground | Downtown, amenities & rooftop views",107434423,1462889176402806013,Blueground,,Downtown,42.35119,-71.06402,Entire home/apt,,30,1,2025-10-05,0.36,287,0,1,
53555832,Charming bedthroom and upscale apartment.,433688210,1469962820319699046,Blanca,,East Boston,42.37813,-71.03303,Private room,,29,9,2025-08-11,0.24,5,3,2,
53558400,Loaded Condo! 15-min from City - Laundry & Parking,29241680,1465430885990554236,Chris,,Dorchester,42.28128,-71.05773,Entire home/apt,,2,8,2025-05-26,0.33,1,6,1,STR-545354
53572353,"Rare 3.5 bed apt, super location Boston, +parking",433846126,1469963438571980361,Katherine,,Dorchester,42.32321,-71.06031,Entire home/apt,,3,130,2025-10-30,2.88,1,168,32,STR-546622
53602315,"Blueground | N Station, gym, nr boston landmarks",107434423,1462889176402806013,Blueground,,Downtown,42.365947,-71.063473,Entire home/apt,,30,1,2023-11-06,0.04,287,236,0,
53628586,Comfortable King bedroom,69967323,1462791300442620424,John,,Roxbury,42.32269,-71.09473,Private room,,2,63,2025-11-11,1.63,5,350,17,STR-545899
53631121,Spacious 2bd/1ba in Dorchester 1621,212359760,1469109115483128123,Evonify Corporate & Medical Housing,,Dorchester,42.29735,-71.08051,Entire home/apt,,1,106,2025-12-01,2.15,67,364,41,STR-515555
53631585,2bd/1ba in Boston Dorchester 1553,212359760,1469109115483128123,Evonify Corporate & Medical Housing,,Dorchester,42.29725,-71.08227,Entire home/apt,,1,121,2025-11-16,2.46,67,342,23,STR-515555
53699018,"Blueground | Beacon Hill, great views & gym",107434423,1462889176402806013,Blueground,,West End,42.36455,-71.06877,Entire home/apt,,30,0,,,287,209,0,
53699031,"Blueground | Beacon Hill, great views & gym",107434423,1462889176402806013,Blueground,,West End,42.364968,-71.06887,Entire home/apt,,30,1,2022-07-16,0.02,287,180,0,
53733454,"Blueground | Seaport, gym, on harbor",107434423,1462889176402806013,Blueground,,South Boston Waterfront,42.351397,-71.043191,Entire home/apt,,30,0,,,287,326,0,
53733834,"Blueground | Seaport, gym, on harbor",107434423,1462889176402806013,Blueground,,South Boston Waterfront,42.351397,-71.043191,Entire home/apt,,30,0,,,287,229,0,
53756737,Private Guest Suite with Parking & Fire Pit,42715907,1465634595907783638,Emma,,Jamaica Plain,42.30486,-71.12977,Entire home/apt,,21,90,2025-10-21,1.84,1,263,22,STR-463838
53787344,Downtown Stylish Boston Studio,183914990,1468950528562905637,Edmund,,Downtown,42.355045318603516,-71.06221008300781,Entire home/apt,,1,81,2025-11-28,1.73,4,297,17,STR-605734
53801849,Experience Boston At It’s Finest!,183914990,1468950528562905637,Edmund,,Downtown,42.35505,-71.06221,Entire home/apt,,1,94,2025-10-26,1.98,4,290,24,STR-605721
53873611,"Blueground | Downtown, amenities & rooftop views",107434423,1462889176402806013,Blueground,,Downtown,42.3511858,-71.06401699999999,Entire home/apt,,30,0,,,287,172,0,
53893204,Peaceful bedroom in upscale apartment,433688210,1469962820319699046,Blanca,,East Boston,42.3798,-71.03361,Private room,,29,9,2025-08-15,0.21,5,251,1,
53898789,Piano 1 bed facing Beacon St,26988,1462507068700680197,Anne,,Downtown,42.35919210551046,-71.06117817828259,Entire home/apt,,91,2,2025-05-17,0.12,4,365,1,
53899025,Best Location in Boston!,103346817,1467240930004697413,Kaitlin,,East Boston,42.36662,-71.03784,Entire home/apt,,1,64,2025-10-19,1.37,3,26,20,STR-544991
53914758,"Blueground | S. End, nr ink block, w/d & gym",107434423,1462889176402806013,Blueground,,South End,42.34621,-71.06301,Entire home/apt,,30,1,2024-08-26,0.06,287,224,0,
53932819,"Blueground | S. End, nr ink block, w/d & gym",107434423,1462889176402806013,Blueground,,South End,42.3449917,-71.06349900000001,Entire home/apt,,30,0,,,287,226,0,
53964554,"Blueground | S. End, nr ink block, w/d & gym",107434423,1462889176402806013,Blueground,,South End,42.34621,-71.06301,Entire home/apt,,30,1,2024-12-03,0.08,287,244,0,
54047272,"Blueground | Back Bay, nr restaurants & shopping",107434423,1462889176402806013,Blueground,,Back Bay,42.35118,-71.08697,Entire home/apt,,30,2,2024-06-01,0.08,287,160,0,
54051307,109S9 | The Strathmore 9 w/AC | 2BR 1B | Private,71783,1462508362719740106,Swank Properties Boston,,Brighton,42.3405,-71.15032,Entire home/apt,,30,2,2024-06-22,0.07,56,283,0,
54051626,The Dorset Redline ~ Bedroom #3 | 3BR 1B w/AC & WD,71783,1462508362719740106,Swank Properties Boston,,Dorchester,42.32318,-71.06123,Private room,,30,2,2024-10-13,0.04,56,241,0,
54052472,39S1 | Huge 4BR 2BA w/AC & W/D 75ft to Greenline!,71783,1462508362719740106,Swank Properties Boston,,Mission Hill,42.33182,-71.11009,Entire home/apt,,14,6,2025-11-09,0.19,56,359,3,Exempt: This listing is a unit used for furnished institutional or business stays
54105912,Chic Renovated Suite w/ King Bed & Private Porch,2186786,1462588573229511059,Hilary,,Roslindale,42.29047,-71.13168,Entire home/apt,,29,44,2023-11-26,0.98,1,88,0,STR-544910
54159081,"Blueground | Seaport, gym, nr harbor",107434423,1462889176402806013,Blueground,,South Boston Waterfront,42.351397,-71.043191,Entire home/apt,,30,1,2024-01-28,0.04,287,290,0,
54159310,"Blueground | Downtown, gym, nr faneuil hall",107434423,1462889176402806013,Blueground,,Downtown,42.35892,-71.05416,Entire home/apt,,30,1,2024-01-22,0.04,287,210,0,
54232345,Welcome to Boston! Book Now,285344759,1469492597719438987,Bv,,Bay Village,42.348365783691406,-71.06988525390625,Entire home/apt,,1,47,2025-12-07,1.00,17,293,19,STR-415223
54261439,Lovely 1 bedroom upstairs apartment all private,357700886,1469715803450347032,Adolph,,Hyde Park,42.27159,-71.10932,Entire home/apt,,10,13,2025-10-24,0.29,1,162,2,STR-414417
54263774,Best 1 Bedroom Nr. Franklin Park w/ Free Parking !,5618949,1462541500925995654,Alan Edwards,,Dorchester,42.30013,-71.0857,Entire home/apt,,29,25,2023-10-06,0.53,8,90,0,STR-419040
54278398,"(T2) Bay Windows, Delicious Pizza, Prime Location!",371640674,1470512703190615862,Together We Rise,,South End,42.34264,-71.07674,Entire home/apt,,1,237,2025-12-12,5.10,18,234,68,str-561975
54339966,Perfect For Solo Travelers Or Friends!,285344759,1469492597719438987,Bv,,Bay Village,42.348419189453125,-71.06983947753906,Entire home/apt,,1,112,2025-11-09,2.38,17,285,5,STR-415222
54384571,Thatch™ Newbury Street | One-Bedroom Apt. #1,814298,1462514414319387899,Thatch,,Back Bay,42.34977,-71.08612,Entire home/apt,,1,58,2025-11-06,1.29,53,248,14,Exempt: This listing is a hotel or motel
54392466,🎖The Ashmont Suite | Close to Subway + Downtown🎖,102027626,1462875158153903955,Eddie,,Dorchester,42.28784,-71.06787,Entire home/apt,,1,144,2025-12-23,3.46,3,163,59,STR-386945
54399467,Stylish Studio With Shared Kitchen,409684302,1469870389347785678,Justin And Mandy,,South End,42.34218,-71.07845,Entire home/apt,,1,2,2025-12-07,0.07,14,351,1,LB-434068
542466980559114057,"Blueground | Back Bay, w/d & gym, nr copley sq",107434423,1462889176402806013,Blueground,,Back Bay,42.34863,-71.07409,Entire home/apt,,30,1,2023-01-21,0.03,287,329,0,
544684082770820787,"Blueground | Back Bay, nr newbury & t",107434423,1462889176402806013,Blueground,,Back Bay,42.35118,-71.08697,Entire home/apt,,30,0,,,287,305,0,
544686606795535057,"Blueground | Back Bay, nr newbury & t",107434423,1462889176402806013,Blueground,,Back Bay,42.35118,-71.08697,Entire home/apt,,30,0,,,287,302,0,
544750698666940056,"(B) Cozy bedroom near BU, Harvard & MIT",37035419,1462673914681141593,Wendy,,Allston,42.35841,-71.12858,Private room,,91,3,2023-07-21,0.08,9,180,0,
547969758798128722,Cozy Bedroom in an Upscale Apartment,433688210,1469962820319699046,Blanca,,East Boston,42.37919,-71.03519,Private room,,29,20,2025-11-22,0.43,5,91,4,
548373258905551128,Thatch™ Newbury Street | One-Bedroom Apt. #2,814298,1462514414319387899,Thatch,,Back Bay,42.34929,-71.08407,Entire home/apt,,1,43,2025-12-20,0.96,53,248,14,Exempt: This listing is a hotel or motel
548393136882554658,Thatch™ Newbury | One Bedroom | Apt #3,814298,1462514414319387899,Thatch,,Back Bay,42.348644,-71.085091,Entire home/apt,,1,79,2025-11-23,1.76,53,247,32,Exempt: This listing is a hotel or motel
